0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
113760504,196068464,200494448,131208128,191718192,86904976,143678320,178451520,159296448,96919264,152535792,74180824,171796512,142584272,180076528,108745720,197326224,167620864,153872064,115983992,220463776,221360560,214717168,183760208,290232928,144725136,236039296,185894848,208313808,223968320,257378224,168719840,220196016,235947888,262406720,192085312,185759040,148986752,248788880,275229824,212549248,283458048,234251584,159932816,238230032,225852864,240757088,197657632,172974976,199313904,100924312,270356224,120491176,253205520,178057920,267829376
9903907840,11728502784,15413062656,10647250944,13504668672,9971828736,12771620864,9154208768,13042397184,12326261760,12869194752,10993854464,19020906496,12467601408,10122063872,22282829824,12617881600,12061826048,11203448832,19481012224,13321025536,12079533056,11652157440,6564740096,19540164608,10320008192,17123927040,9015787520,11242811392,12994069504,14335278080,16888196096,12884768768,15429328896,14174510080,6780368896,12346752000,15762223104,15739812864,16985490432,8931640320,15621348352,16780761088,4867387392,15895403520,12768772096,14964889600,18543886336,17814513664,10788001792,14286123008,24384067584,19459293184,19076720640,18179112960,15380262912
10472933376,7553585664,7004208128,12807003136,9813685248,6728733696,7755503104,8320546816,8171159552,6279265280,7107116032,4933040640,14145812480,6946171904,8396347904,4601543168,10557900800,11753512960,10019137536,9893846016,9463990272,8244953088,9334122496,7634352640,9732317184,8681587712,11929815040,4279795456,7913678848,7120422400,9933662208,5868290048,10155324416,6568824320,10979361792,10002988032,6092710912,11807173632,14984209408,13674578944,5744996352,8707709952,10615410688,6661265408,12269716480,7411960320,10412891136,6530361856,11122587648,7231215616,8405304320,5837581312,10679772160,9440478208,7919858176,11654131712
2720586240,5239933952,3600923392,2508311040,4620971520,2611989248,2285826560,2287395584,2602644992,2757066240,2619256576,2259749888,7801428992,3773410560,4010401024,1308965888,5007093248,3072695552,2708737536,5672783872,3020628992,3853921280,3885441024,3446010368,2384097280,4711339520,2833047040,1784757632,2177368832,2180187392,4124473856,4594747904,3777866240,3058669312,3868513536,3574888448,1975434880,5585967104,4678417920,3665500928,3388789504,5348026880,3892432384,3110670336,4791785472,3623171584,5006649856,6558729216,3489975040,3382812928,2926822912,7359829504,4552182784,4865141760,4025388544,4543940096
160712224,128227896,174031568,118649920,353778688,125629960,96118616,96907752,135968624,569719872,136640000,202439200,630312320,339694720,80342504,603128192,159799904,134197360,103867672,590751296,113281408,144017424,84822952,186096016,283957664,128290056,152996144,80343032,103377016,79746584,180026112,424736928,120210064,213240528,291889344,152191296,154975328,387825184,352963488,359891104,85924608,225997424,257630800,176253600,160249360,74093904,83203832,579594816,222640848,223636944,152104928,1536880000,170506576,313868288,146854208,185940656
1020668288,876713920,1489370496,1240324352,2081555200,1515141632,730862464,1265387392,802554816,2253579520,1370122368,1202368384,1799638144,1642646144,811505408,3371854080,1051283072,1122645504,899928576,3287894016,1306602624,1470489984,1253112832,821916928,3016623872,936326400,990027648,644934592,1027673664,1090108288,2470220032,3453084672,2068603008,2531034624,3098208768,769588928,1754412544,1332726016,2450243072,2852952064,1295358080,2685270016,2174112256,853452928,1472458240,974486272,1688127744,4132852992,2724969472,1552259328,1869178240,8560685056,1698422784,2374229248,1277015040,2978554112
337910016,666888896,625948992,493607296,981658240,382948896,517739552,440856992,462979776,260980240,442621888,277570816,1010746624,436424928,366500448,284560704,679851584,571692800,575881856,193079456,721903424,495387520,551160576,376704384,845734592,505400928,601245760,178070656,468105696,477364352,818727424,526908832,721840192,738854464,715850496,812499200,477219232,401503072,979560768,1103817728,585826112,1019266432,780793152,292398336,720020608,397984704,466391968,1072102784,822414208,1002458624,631932544,1312014080,658347264,814733248,732273600,904700288
9719432192,13465975808,14806281216,8046054912,18474092544,9342606336,11688466432,10298993664,10633312256,19299106816,11129485312,13956477952,18278217728,20280256512,10789733376,21744013312,9448823808,11761901568,9791647744,17667751936,11261946880,12921181184,10200927232,12975927296,12180828160,10798247936,13372147712,10063838208,10983297024,9087449088,9978486784,13682380800,10593505280,12641488896,11473375232,10878094336,11789846528,17568122880,11665292288,14001148928,10869179392,13322683392,15625318400,10590517248,13308179456,10006974464,12056299520,21794945024,11250109440,14183961600,10227188736,26375591936,15215260672,14210193408,13117539328,12315717632
3099810048,3673269248,4938080768,2940491264,9508939776,2487351808,3466836224,2339370496,3176681728,4559621632,3401192448,3040566016,13740479488,5720183808,3441735680,5525442560,3697063936,4286939648,2731814656,8106888192,3767383296,3914267136,2956820736,2119794304,4149855488,2449563392,3832491264,2067572224,3105449472,2544186624,3858155008,6177085440,3466078976,4643185152,3293312512,2730542592,3020112640,4548191232,6328467968,5745934336,3562277120,4530210816,5746393088,1808528768,5231964672,3299587328,3490096640,7728892928,3876886272,4792830976,3182806528,9981754368,4464049664,6256799232,4128745728,5251770880
