0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
6553907712,10797692928,9508462592,6591017472,7701724672,7692739072,9975773184,6887245312,6481886720,15695460352,8018779648,9223137280,11358309376,18749175808,6422957056,17771948032,7812128768,8471913472,9482402816,25149450240,8305963008,12616364032,10489722880,9138697216,10504790016,12277276672,13415165952,8049143296,9155918848,8099154432,8275049472,18670700544,9716824064,9343690752,9972410368,13135509504,8177749504,15311981568,10733645824,11618485248,10045221888,11671636992,10021479424,8784262144,10851401728,10658809856,8680749056,17259182080,9295284224,12346323968,10776038400,36389720064,14331528192,10809929728,14777974784,9843369984
1167254656,1498001664,1131677184,1299222912,1287164288,1212072832,1239575552,1207075072,1294914688,1402797696,1235114112,1344801792,1113691648,1008066560,1095102720,1252119168,1233807744,1164621696,1279083008,1552512896,1578046848,1710162944,1394071552,1343815680,1489986048,1306342784,1215892608,1324205312,1498776832,1489633664,1312688128,1503331456,1463284608,1422100608,1530286336,1465468800,1414366592,1688070272,1679500928,1765337344,1484531968,1715499520,1527068928,1396189696,1321523328,1326652416,1222009472,1674179584,1343409920,1300478208,786827200,1995287680,1674505856,1445841152,1199139584,1825165440
251576176,273157024,192177680,808016320,331559456,559165312,724477696,233876640,278524928,410877888,336853696,457488640,708390976,193160016,164031936,327937568,643754880,267589504,170450752,493210336,198011744,136349264,269885792,227488160,319968672,142628608,471348608,162332672,220570080,132166072,369061824,263342784,330987488,206446944,629499584,163595456,209762288,302071392,380914272,484517504,151988656,182750480,474016608,183908864,152070928,118434832,187002160,447756864,583622784,111630704,87134448,1402113536,944155584,1209432448,243948464,212992896
4708761600,4507899904,4799840768,5271776256,11985247232,4736986112,7290347520,4049859072,4612615680,11855193088,6793549824,8058191872,13433732096,3009022976,4426642432,8417809920,5811435520,5659437568,4954282496,8971884544,5165950464,3074294784,4348692480,2580761088,6107060224,3874566144,7165661184,3228843776,4121065472,3597560064,4187792384,5953899520,4167141632,3933553152,5451793920,4250749184,4037008384,5664143360,7385419264,7323712000,4323904512,4708372992,5847363584,1951388288,4479899648,3112521472,3589025024,6135174144,4050543616,1696068480,1390928128,17219530752,5919618560,9041086464,4208161024,4348285440
627080128,930507648,951105536,1004951488,1235385856,907071552,959879552,885401856,987024704,3171271424,708337664,1401282048,1514739072,697004096,719458560,1864674944,755274688,571040576,510987648,1428712960,575489152,475005536,874198848,621156672,724252736,543923200,665290176,405957760,408793344,358219360,726000128,887965760,429957216,987297984,564160640,267172656,348850496,816813440,534438912,1592410624,486550496,638953536,790284672,518011968,388800448,340531776,368776576,1237370880,402061312,199308992,110761848,6165460992,755267456,894769152,351369152,487895168
693025472,935831552,1243413888,1189821056,1261720064,1125315712,1051390464,1065676096,1138846976,2676509952,1105516672,1555590400,971886272,882790464,968903040,1862240512,881394944,811257600,787835008,1575820288,840704768,732454656,1063995648,742947712,1011084416,854199232,927294912,545316480,640290752,596078656,923379264,1043378624,635645440,946047552,775455616,301770656,537313728,900748736,666505088,1475674496,740798016,1002743040,929117440,586046400,513878624,511044864,621125632,1270239616,543677888,283566432,158049488,6260410368,737313536,855955328,532612384,685029888
16523780096,25193549824,24387104768,28817688576,32800798720,27466569728,22403790848,28977799168,19110617088,35702431744,26734602240,27095164928,20102193152,15796941824,16586066944,31493193728,23653713920,21253122048,23117262848,35390496768,25413251072,24334094336,21130184704,18274263040,29440757760,19817871360,18533740544,17483679744,19921176576,19754729472,23093891072,21618821120,19545524224,15757496320,22791774208,14921074688,18368522240,23216930816,23712536576,22565769216,15290797056,22823505920,16322760704,18277928960,12898396160,13521894400,15010961408,24245477376,15929424896,13699587072,8707991552,1.02E+11,20885231616,17867876352,12299241472,22861365248
4233397248,8988151808,7720708608,11882061824,17143745536,10443139072,5346847232,5788526592,7185132032,14122608640,6009569792,9913780224,10662516736,6140351488,4812088832,17046320128,5567851008,6097678336,4970062336,11045519360,6796157952,7174934016,5201231360,3833283584,6666171904,3940275200,3044899840,5541483008,3663787776,4322732032,6408270848,8413981696,3910353920,6904875520,4767098880,3482328320,4826660864,6601542144,4101618688,8594949120,3292736768,5605219840,2901393152,2872914944,2922282496,2003617920,2574279936,7797252096,3364145920,2964783360,929538688,37174431744,6588763136,7379643904,1719588736,4212070400
7300920832,12252063744,11214583808,18385571840,23203842048,14928889856,8688555008,9308630016,8925257728,17254944768,9800025088,13704559616,11199405056,9278840832,7244316160,23016640512,9342540800,10997925888,10070901760,16562318336,11831360512,11032783872,8833195008,7179972096,11563992064,8328396288,6070056448,7874631680,6834391552,10568879104,10880461824,12259350528,8314555904,10523679744,8483764736,5806382080,8037842432,10071239680,6990286848,12642999296,7313198592,9382663168,5180985856,5757862400,5433561600,4923441152,5966240768,8524012544,5520275456,6118249984,2758093824,44215980032,10177839104,8880238592,4499114496,9840122880
