0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
10320622592,30316560384,9521984512,9646903296,10505545728,18809378816,12163870720,38073344000,8899892224,24155148288,12319488000,40615178240,11843447808,12124555264,13885925376,12413800448,10119390208,16330002432,11164433408,11694984192,11379714048,11468404736,11484787712,14115999744,14037884928,10387573760,13117402112,11868101632,11222773760,31202416640,10041434112,32742617088,12663057408,33207166976,10996063232,8184580096,12312001536,11054997504,12236899328,13555438592,13874884608,14856955904,11645417472,15156387840,14891694080,31508885504,13813963776,37692665856,12912110592,10603279360,10751054848,13455613952,12728297472,12209347584,14068675584,14099227648,14885234688,12085795840,11330342912,13118791680,14466798592,21739565056,11281195008,14142562304,13778490368,12777934848,12297838592,11553769472,10675633152,15323212800,11406830592,33351278592,12526706688,13363525632,12128253952,31682844672,16808032256,12758667264,11003737088,19857651712,9712756736,9828635648,7842127360,17373851648,8440431616,8655012864,10402017280,16394733568,12960842752,8002964480,8659418112,8544932864,12145499136,7321454592,8667238400,29208250368,8558206464,16431897600,10847518720,8024482816
1942947584,2192421120,1888378368,2554270464,2432694784,2655400192,2269005824,2921971712,2374865408,2835404800,2192037888,2646832384,2043203072,2264500992,2780811776,1810922496,2496247552,2107406848,2166617856,2446158336,2051021696,2208770304,2597868032,2259166720,2427898368,2169023744,2226080000,2494908160,2272710912,2440012800,1663654272,2133267072,2094080768,2195709184,1845854080,1868527872,1823254528,2137414912,1486232832,2412455424,2149037568,2048409344,2007819776,2099801600,1796146304,2275529728,2420764672,2679331328,2014224256,2344808192,2173885952,2022842752,2406121472,1967441280,1357062656,2159917312,1771894144,1911129600,936443904,1470108544,3099488512,2685823488,2714593280,2682541312,3084738816,2688908288,3024500480,2967158528,3029994240,2599523840,2613126656,2536383232,2861293056,2462820096,2348371200,2510987520,2736584192,2685556736,2912559616,2297468672,2761122560,2339113216,2566189312,2833498880,2651834880,2700477696,2678515200,2862951168,2714003200,2077749632,1608484096,2048744832,2402785536,2430425088,1958684032,3105693184,3205009408,3030604288,2635150592,2022878336
693749824,1108980736,131836952,341542976,437043072,484049216,169338048,1380770048,366437888,731948416,666660672,1340364160,1016196352,220565392,552629248,138469888,366172160,531490144,398309728,828276992,192951408,194470192,477029856,133034944,345983008,200418128,741308608,190711232,394349792,386344736,130785880,370707872,129178512,366291968,141310464,165439280,167962928,124369024,84819984,301742432,120333184,104649392,458232064,229299696,644069824,329801248,522296704,611152960,253639904,245970848,258115920,114437992,484960544,261523104,119976272,141942544,217747984,129809656,89944552,150434256,787437248,1646026368,576566272,787526976,970984960,736064192,336386432,432879680,688355392,341325856,378010208,900982464,534675488,2297264640,210315552,1140259968,187986064,626333696,370652768,1149661184,689687872,446422368,172673728,518143200,275820896,250732624,274631104,487410400,1007109248,183626496,93861384,362467360,1529556864,272993792,182428560,529030496,454059072,974942336,567872000,165699376
9442940928,18115919872,3288681472,4801383936,6664906240,6084026880,4563398144,11742817280,6219489280,10107859968,9337794560,14204969984,7919967744,5459607040,12010765312,2795872000,7634791936,8699081728,8122744320,11322002432,3876462080,4488411136,7371547136,5293892096,6564958720,3739021568,6686503936,5490563072,7303115776,7634813952,2133427328,6370549760,3852754432,5997441536,2945750272,2244880896,4723898880,2840078336,2335957248,6073368064,4682835456,2280861440,7356102656,4025243904,6275778048,7573294080,7276964864,7691444224,5498088448,4313608704,6057972224,2586298368,6842714624,3575890688,3151629824,3260390912,4234745600,2816618752,1015737408,2590477312,15144597504,15644482560,12727970816,9786984448,14469799936,8701085696,10836541440,6288443904,13487588352,3145234176,10801960960,15367895040,10673831936,29972715520,4751928320,16056941568,5419635200,7814413824,8567620608,13902642176,12947778560,7899364352,4897877504,12656793600,7579971072,5818577920,8822892544,11984864256,10526899200,3575689472,2922503680,5753531904,25447159808,4335086080,5222621696,8375123456,8961635328,11111856128,9972802560,4923607040
965769664,2579264512,346676640,868387008,783353344,1186825600,535278912,3216704512,643924352,2261459456,808568000,2087149568,1967355776,744177664,1205010304,677052096,1422415232,1002850176,960029632,1684704256,385392256,638038912,1031351040,594754624,526421280,533350368,553090304,767548160,905646528,753172992,289135392,870861632,404584128,780215424,588779520,294291168,479106080,297242272,254367168,741215936,402721696,223604224,509586144,538959168,593724608,636590528,446167168,842796544,614989376,368731232,678028160,239700176,892624960,370844064,146377104,269414336,987975040,253625360,89170600,428153888,4558784512,4324276736,3972744448,1993767808,1929163904,1915421440,1469764480,1962185216,2398948864,734771456,2406138368,3834087680,2042766208,2947146752,508263200,2806056704,741248832,722486720,958455808,3004894464,2465070336,1029718528,450557664,1802824704,1244279424,821742976,1619565312,1316237824,771781376,582788032,265377664,1338118144,2784146176,538382720,682544448,1459878272,1462498432,953553536,1542661760,584464448
1434726784,2434609408,591898432,1009452992,1029238400,1534684928,955346880,2757496576,800648192,2585979648,913822016,2397122048,1579542912,927567232,1836804992,756425600,1677062400,1141819264,1257312512,1817126272,693910080,851577920,1363573376,1004516736,824728512,683552640,752183424,1048755008,1089930240,1062397888,441726304,1239232768,669130880,1121131264,668194112,432079904,675246784,434406720,429555488,1078201984,555111104,308247680,663881600,718427264,677184832,1143202944,705444608,1002441344,886500800,531153952,999999360,372097376,1136263296,501453312,255615584,437731808,990015296,350352128,109614224,511384384,4805106688,3836410112,4090095616,2097035904,2438529792,2280637952,2007334784,2249012992,2733306880,734888384,2666016768,3764593920,2130663168,2103487616,882710976,2587307264,1316360448,865882944,1391368576,2492420608,2696875008,1223129600,706484032,2180571904,1718089984,1005884096,2086657792,1943925504,916654656,765559616,571925760,1691766400,2324592640,777864064,1044008896,1590813952,2136003072,1505802240,2119096448,1078475776
37717475328,63731253248,19042144256,34982273024,24936609792,47935336448,28151560192,57375416320,28171425792,47925235712,32940124160,65646952448,20585549824,26569570304,52192120832,46832578560,32560502784,24923699200,28016742400,34751361024,22330474496,25834235904,43841503232,25415106560,25459081216,19476570112,22596386816,24284905472,23818713088,31644690432,12820459520,28846845952,20763060224,27299315712,13592302592,18329300992,15929004032,19007457280,10938018816,26736988160,16912594944,14032509952,19558524928,16739954688,14417446912,26872557568,27547961344,35311996928,15383514112,22828513280,19790331904,17999054848,22541428736,17910106112,12948175872,19027036160,9864493056,15640165376,5730711040,7807172096,58948702208,49334480896,39764369408,36213067776,59508510720,57759641600,53584486400,60343803904,49845137408,33298794496,41928425472,62257885184,39037333504,56949358592,30875396096,74659299328,35444060160,29524039680,40833830912,57930129408,49718067200,33344956416,28284772352,46521905152,40483655680,28886720512,35550068736,50791325696,31000662016,33148835840,23445522432,31545204736,38588129280,30494099456,17860016128,56797659136,55440625664,50896285696,29467918336,34489561088
5873582080,22326814720,7417409024,12780786688,6305853952,13629627392,10199111680,23894968320,6674838016,16898195456,9262709760,18153816064,9428594688,6416810496,10302732288,23089864704,11015754752,6486021632,8711949312,8195984384,4364158464,6591541760,17019926528,5099971584,4317039616,4974666752,4115644672,5327414784,6751591424,8097664000,3770546432,9775256576,5375930368,8854892544,3001197568,3628231936,3948816640,3283398144,4633532416,5640126976,3552226816,2727073024,3261502720,3459689984,2843887104,4067762688,5289772032,7558109696,3482575616,4195604224,4378960896,2727738880,4915519488,4511311872,1794963200,3370451968,2549348608,4451060736,1541314944,2137948928,17803722752,21405241344,16505245696,17726185472,16368483328,18354972672,15828021248,14972395520,15537026048,10021360640,19505653760,26323826688,12990971904,12827566080,7638383104,36270796800,15934889984,8493578240,10304278528,19196940288,14864344064,16915774464,5627944448,12993274880,9055677440,5706770432,9213185024,10711266304,6256636416,9332743168,7090524160,7879881728,7023133696,8171298304,4366721536,15970367488,13459611648,6174010368,6426737664,8933931008
13479093248,27802431488,13050386432,20388358144,9132632064,22176237568,21427898368,29353334784,13689504768,24405727232,15232263168,29665204224,11731877888,13440579584,18615240704,36998778880,16576868352,10431708160,13657695232,12962884608,10374445056,11752028160,28279769088,12593067008,8604391424,7581232640,8756788224,10511697920,11174354944,13720385536,7554282496,16522390528,11847832576,13089155072,6569423360,8491176448,7088864768,7033259520,7125289472,9939190784,7455735296,6158793728,6033577472,6888840192,5007927808,8413864960,9643664384,12264898560,5815466496,6414627840,6453664768,7732561920,7753163264,9517252608,4655670272,5619387904,4343679488,6855305728,2724931840,3417697280,24775759872,28150546432,21180084224,21651283968,28290738176,31320907776,25489518592,25216956416,21201741824,16630167552,31644356608,33724964864,19786993664,20370700288,19486400512,45876793344,28229249024,13682681856,22748780544,26810929152,24348141568,23283073024,12547564544,21877196800,16316166144,10935438336,14960585728,16156003328,11828298752,18768246784,13857753088,13362275328,10386555904,14320763904,7641257472,24632961024,24042033152,14166465536,10677619712,16143913984
19054002176,34613895168,14776804352,24924084224,10921475072,30675359744,22516664320,30751291392,17205071872,27724599296,20902211584,38158360576,13089505280,16676201472,26562361344,58357817344,18323775488,13766411264,16544834560,15482766336,13546622976,14608105472,36223148032,15823778816,13271282688,8246563840,11552523264,12241770496,13057539072,16614558720,7734322688,20455663616,12439543808,18684059648,7416890880,12868372480,9249836032,9398877184,7975932928,12186928128,8817184768,6807513088,8892503040,7816292352,7158895616,12760328192,12332016640,16448102400,6729037824,9597700096,8211559936,9894861824,8567965184,11843677184,7794240512,8402180096,4313985024,8428552192,3548940288,3684738560,28996274176,29256364032,21529118720,19750039552,34427412480,43769401344,30818252800,29742434304,24183164928,22525958144,34290339840,38841102336,22664775680,30540451840,24915224576,50782162944,34134503424,16697024512,28752578560,32857505792,33048498176,26357237760,15054157824,24637693952,26160861184,12703295488,18401374208,23621136384,14766465024,23302559744,20188399616,15532210176,14282474496,19620388864,9237466112,35317891072,29096331264,22045001728,12886446080,23249741824
1179871104,2867857408,408710976,1086271872,615040704,1475608832,689752768,3819980544,463167040,3751126528,412319552,5796745728,1007095616,913737216,1858850304,6247211008,851665920,1027681408,1001478016,2162770432,854062208,682939072,1354755968,574191040,801931712,1295102464,746822976,696561600,818028096,2765920000,500303616,2500355072,1325582592,2761319680,496308032,614378944,428975680,721071680,733188096,914292608,890567232,640799168,620950912,1547272576,1204182656,2668415744,2228168704,2722771200,852150720,1163413376,1011296576,1579678720,1227630976,801440320,792910976,2226956288,1222870912,1078778368,547916928,535486656,1079829376,1363951360,570817088,1201081856,1387272832,1359019264,826064128,1408366848,623839232,710154112,592174592,2472745728,531230592,1578392960,699005696,4231906048,977431360,344900704,874393600,4598573568,856041408,1011800448,352971872,824888576,425382240,471578240,764912192,2020990080,749729152,661995328,533293024,831984256,1824613504,627492416,567488320,4772099584,1024111744,1858652928,636038784,1077223808
10365252608,6052207104,7846819840,9143370752,12333011968,12494251008,8944100352,9733647360,5040100352,10426929152,7819896320,7865508864,7965497856,7162370048,9484513280,6958921216,16809909248,9794234368,9765564416,10749811712,8525606400,10670425088,7214726144,11398593536,8832536576,9819520000,11043861504,8851624960,11627205632,9398942720,11155761152,6297593344,10507594752,7406528000,11589173248,9136117760,9730787328,9483373568,10896708608,9161603072,11702827008,11480256512,10038392832,7358887936,9045101568,15903017984,8145493504,6440068096,15518004224,12914034688,8397881856,15207819264,12920457216,10328990720,8272227840,14418395136,10871671808,14165837824,11861945344,11227046912,14787782656,6933372416,8428749824,7198623232,10199462912,9212299264,9958188032,8943312896,13336597504,17783226368,6943366144,7573237248,7575262720,4945203712,8929478656,8481210880,10872750080,7751926784,7059004928,7354113024,7382460928,6605913600,8002743296,8242194944,10562691072,14092963840,9133829120,17190006784,8075836928,6321238016,4546786304,5667198976,8569896448,5517893632,7497160192,7562687488,6901239296,9193346048,8609293312,5287805952
547015040,798979968,331853760,538459712,610834944,543329152,307441984,686406272,521003392,718147968,643752640,855452928,754516992,483398816,711768960,424837184,543626240,686404608,566350912,780589632,362440512,522152128,430966496,362241216,667849408,464044384,608470912,408015648,613974208,612687488,281596928,525070592,370794528,536028992,347077024,378949888,431633184,410002176,237849936,597085568,424903360,342046560,720245760,481700768,774850496,683153728,657294656,713216192,512977728,485415712,537662208,373101920,715484352,447625184,315267776,427683008,577145408,366692416,160633120,409827424,709585856,816808448,652618944,600548992,705188608,636861440,611657728,517459616,772595520,410383264,519313824,736511680,695102592,1394997888,394183104,649815616,372688096,714272704,615614144,667800704,639228416,600519872,432003200,674885120,533548256,511531968,590344320,711299648,889114304,358932256,226350336,468946336,1419868032,450598272,480290400,506779968,507602784,832413248,748218112,378954368
1496057984,2253013504,1549929984,2582391552,2289428736,2378788864,1895283712,2666760704,1890456320,2651293440,2167311360,2632019456,1924853760,1876512256,2451825920,1446358016,2255865600,1818033408,1930488704,2091588864,1520189184,1870305408,2164043264,1588619520,1570748672,1682447232,1681318400,2108560768,1899395328,1937452800,1186180096,1771903744,1382678784,1693706752,1244560256,1220656768,1294456832,1356379008,1049418688,2058382336,1502046336,1279805696,1467157376,1431378176,1319611648,1577937664,1695067392,1980454144,1498305920,1492310400,1514353920,805651136,1831670016,1119902336,638788672,1224754304,1120921472,988962112,425751136,822839552,3034039808,2474827776,2881039872,2523235584,3177494272,2529298944,2915406848,2452565248,3021628672,2389368320,2449105664,2577166592,2753139968,2939180032,1724701696,2757929216,2384071424,2136801152,2470664704,2367291648,2386880768,2076080640,1924449920,2400085760,2192390144,2183480064,2354102528,2504565248,2374335488,1659890048,979048640,1585732096,2615860736,1698076160,1365154688,2586480384,2609577472,2179517696,2107861760,1619700480
